id_estudiante,nombre,email,telefono,residencia,habitacion,fecha_entrada,cuota_mensual
EST-0273,Estudiante 273,estudiante273@email.com,600000273,Residencia Standard 13,194,2024-09-01,850.0
EST-0274,Estudiante 274,estudiante274@email.com,600000274,Residencia Standard 14,235,2024-09-01,850.0
EST-0275,Estudiante 275,estudiante275@email.com,600000275,Residencia Standard 15,280,2024-09-01,850.0
EST-0276,Estudiante 276,estudiante276@email.com,600000276,Residencia LowCost 16,531,2024-09-01,600.0
EST-0277,Estudiante 277,estudiante277@email.com,600000277,Residencia LowCost 17,507,2024-09-01,600.0
EST-0278,Estudiante 278,estudiante278@email.com,600000278,Residencia LowCost 18,415,2024-09-01,600.0
EST-0279,Estudiante 279,estudiante279@email.com,600000279,Residencia LowCost 19,131,2024-09-01,600.0
EST-0280,Estudiante 280,estudiante280@email.com,600000280,Residencia LowCost 20,538,2024-09-01,600.0
EST-0281,Estudiante 281,estudiante281@email.com,600000281,Residencia Sol,523,2024-09-01,1200.0
EST-0282,Estudiante 282,estudiante282@email.com,600000282,Residencia Nova,104,2024-09-01,1200.0
EST-0283,Estudiante 283,estudiante283@email.com,600000283,Residencia Elite,576,2024-09-01,1200.0
EST-0284,Estudiante 284,estudiante284@email.com,600000284,Residencia Royal,400,2024-09-01,1200.0
EST-0285,Estudiante 285,estudiante285@email.com,600000285,Residencia Zenith,163,2024-09-01,1200.0
EST-0286,Estudiante 286,estudiante286@email.com,600000286,Residencia Standard 6,515,2024-09-01,850.0
EST-0287,Estudiante 287,estudiante287@email.com,600000287,Residencia Standard 7,452,2024-09-01,850.0
EST-0288,Estudiante 288,estudiante288@email.com,600000288,Residencia Standard 8,403,2024-09-01,850.0
EST-0289,Estudiante 289,estudiante289@email.com,600000289,Residencia Standard 9,405,2024-09-01,850.0
EST-0290,Estudiante 290,estudiante290@email.com,600000290,Residencia Standard 10,589,2024-09-01,850.0
EST-0291,Estudiante 291,estudiante291@email.com,600000291,Residencia Standard 11,273,2024-09-01,850.0
EST-0292,Estudiante 292,estudiante292@email.com,600000292,Residencia Standard 12,488,2024-09-01,850.0
EST-0293,Estudiante 293,estudiante293@email.com,600000293,Residencia Standard 13,253,2024-09-01,850.0
EST-0294,Estudiante 294,estudiante294@email.com,600000294,Residencia Standard 14,216,2024-09-01,850.0
EST-0295,Estudiante 295,estudiante295@email.com,600000295,Residencia Standard 15,448,2024-09-01,850.0
EST-0296,Estudiante 296,estudiante296@email.com,600000296,Residencia LowCost 16,235,2024-09-01,600.0
EST-0297,Estudiante 297,estudiante297@email.com,600000297,Residencia LowCost 17,411,2024-09-01,600.0
EST-0298,Estudiante 298,estudiante298@email.com,600000298,Residencia LowCost 18,238,2024-09-01,600.0
EST-0299,Estudiante 299,estudiante299@email.com,600000299,Residencia LowCost 19,199,2024-09-01,600.0
EST-0300,Estudiante 300,estudiante300@email.com,600000300,Residencia LowCost 20,428,2024-09-01,600.0
EST-0301,Estudiante 301,estudiante301@email.com,600000301,Residencia Sol,128,2024-09-01,1200.0
EST-0302,Estudiante 302,estudiante302@email.com,600000302,Residencia Nova,435,2024-09-01,1200.0
EST-0303,Estudiante 303,estudiante303@email.com,600000303,Residencia Elite,305,2024-09-01,1200.0
EST-0304,Estudiante 304,estudiante304@email.com,600000304,Residencia Royal,386,2024-09-01,1200.0
EST-0305,Estudiante 305,estudiante305@email.com,600000305,Residencia Zenith,400,2024-09-01,1200.0
EST-0306,Estudiante 306,estudiante306@email.com,600000306,Residencia Standard 6,322,2024-09-01,850.0
EST-0307,Estudiante 307,estudiante307@email.com,600000307,Residencia Standard 7,467,2024-09-01,850.0
EST-0308,Estudiante 308,estudiante308@email.com,600000308,Residencia Standard 8,497,2024-09-01,850.0
EST-0309,Estudiante 309,estudiante309@email.com,600000309,Residencia Standard 9,246,2024-09-01,850.0
EST-0310,Estudiante 310,estudiante310@email.com,600000310,Residencia Standard 10,388,2024-09-01,850.0
EST-0311,Estudiante 311,estudiante311@email.com,600000311,Residencia Standard 11,237,2024-09-01,850.0
EST-0312,Estudiante 312,estudiante312@email.com,600000312,Residencia Standard 12,442,2024-09-01,850.0
EST-0313,Estudiante 313,estudiante313@email.com,600000313,Residencia Standard 13,263,2024-09-01,850.0
EST-0314,Estudiante 314,estudiante314@email.com,600000314,Residencia Standard 14,202,2024-09-01,850.0
EST-0315,Estudiante 315,estudiante315@email.com,600000315,Residencia Standard 15,562,2024-09-01,850.0
EST-0316,Estudiante 316,estudiante316@email.com,600000316,Residencia LowCost 16,242,2024-09-01,600.0
EST-0317,Estudiante 317,estudiante317@email.com,600000317,Residencia LowCost 17,335,2024-09-01,600.0
EST-0318,Estudiante 318,estudiante318@email.com,600000318,Residencia LowCost 18,421,2024-09-01,600.0
EST-0319,Estudiante 319,estudiante319@email.com,600000319,Residencia LowCost 19,562,2024-09-01,600.0
EST-0320,Estudiante 320,estudiante320@email.com,600000320,Residencia LowCost 20,427,2024-09-01,600.0
EST-0321,Estudiante 321,estudiante321@email.com,600000321,Residencia Sol,437,2024-09-01,1200.0
EST-0322,Estudiante 322,estudiante322@email.com,600000322,Residencia Nova,128,2024-09-01,1200.0
EST-0323,Estudiante 323,estudiante323@email.com,600000323,Residencia Elite,284,2024-09-01,1200.0
EST-0324,Estudiante 324,estudiante324@email.com,600000324,Residencia Royal,112,2024-09-01,1200.0
EST-0325,Estudiante 325,estudiante325@email.com,600000325,Residencia Zenith,487,2024-09-01,1200.0
EST-0326,Estudiante 326,estudiante326@email.com,600000326,Residencia Standard 6,373,2024-09-01,850.0
EST-0327,Estudiante 327,estudiante327@email.com,600000327,Residencia Standard 7,480,2024-09-01,850.0
EST-0328,Estudiante 328,estudiante328@email.com,600000328,Residencia Standard 8,521,2024-09-01,850.0
EST-0329,Estudiante 329,estudiante329@email.com,600000329,Residencia Standard 9,597,2024-09-01,850.0
EST-0330,Estudiante 330,estudiante330@email.com,600000330,Residencia Standard 10,464,2024-09-01,850.0
EST-0331,Estudiante 331,estudiante331@email.com,600000331,Residencia Standard 11,399,2024-09-01,850.0
EST-0332,Estudiante 332,estudiante332@email.com,600000332,Residencia Standard 12,339,2024-09-01,850.0
EST-0333,Estudiante 333,estudiante333@email.com,600000333,Residencia Standard 13,384,2024-09-01,850.0
EST-0334,Estudiante 334,estudiante334@email.com,600000334,Residencia Standard 14,177,2024-09-01,850.0
EST-0335,Estudiante 335,estudiante335@email.com,600000335,Residencia Standard 15,457,2024-09-01,850.0
EST-0336,Estudiante 336,estudiante336@email.com,600000336,Residencia LowCost 16,553,2024-09-01,600.0
EST-0337,Estudiante 337,estudiante337@email.com,600000337,Residencia LowCost 17,461,2024-09-01,600.0
EST-0338,Estudiante 338,estudiante338@email.com,600000338,Residencia LowCost 18,423,2024-09-01,600.0
EST-0339,Estudiante 339,estudiante339@email.com,600000339,Residencia LowCost 19,151,2024-09-01,600.0
EST-0340,Estudiante 340,estudiante340@email.com,600000340,Residencia LowCost 20,525,2024-09-01,600.0
EST-0341,Estudiante 341,estudiante341@email.com,600000341,Residencia Sol,438,2024-09-01,1200.0
EST-0342,Estudiante 342,estudiante342@email.com,600000342,Residencia Nova,523,2024-09-01,1200.0
EST-0343,Estudiante 343,estudiante343@email.com,600000343,Residencia Elite,301,2024-09-01,1200.0
EST-0344,Estudiante 344,estudiante344@email.com,600000344,Residencia Royal,305,2024-09-01,1200.0
EST-0345,Estudiante 345,estudiante345@email.com,600000345,Residencia Zenith,584,2024-09-01,1200.0
EST-0346,Estudiante 346,estudiante346@email.com,600000346,Residencia Standard 6,280,2024-09-01,850.0
EST-0347,Estudiante 347,estudiante347@email.com,600000347,Residencia Standard 7,314,2024-09-01,850.0
EST-0348,Estudiante 348,estudiante348@email.com,600000348,Residencia Standard 8,126,2024-09-01,850.0
EST-0349,Estudiante 349,estudiante349@email.com,600000349,Residencia Standard 9,583,2024-09-01,850.0
EST-0350,Estudiante 350,estudiante350@email.com,600000350,Residencia Standard 10,146,2024-09-01,850.0
EST-0351,Estudiante 351,estudiante351@email.com,600000351,Residencia Standard 11,549,2024-09-01,850.0
EST-0352,Estudiante 352,estudiante352@email.com,600000352,Residencia Standard 12,533,2024-09-01,850.0
EST-0353,Estudiante 353,estudiante353@email.com,600000353,Residencia Standard 13,500,2024-09-01,850.0
EST-0354,Estudiante 354,estudiante354@email.com,600000354,Residencia Standard 14,248,2024-09-01,850.0
EST-0355,Estudiante 355,estudiante355@email.com,600000355,Residencia Standard 15,146,2024-09-01,850.0
EST-0356,Estudiante 356,estudiante356@email.com,600000356,Residencia LowCost 16,516,2024-09-01,600.0
EST-0357,Estudiante 357,estudiante357@email.com,600000357,Residencia LowCost 17,152,2024-09-01,600.0
EST-0358,Estudiante 358,estudiante358@email.com,600000358,Residencia LowCost 18,568,2024-09-01,600.0
EST-0359,Estudiante 359,estudiante359@email.com,600000359,Residencia LowCost 19,571,2024-09-01,600.0
EST-0360,Estudiante 360,estudiante360@email.com,600000360,Residencia LowCost 20,578,2024-09-01,600.0
EST-0361,Estudiante 361,estudiante361@email.com,600000361,Residencia Sol,369,2024-09-01,1200.0
EST-0362,Estudiante 362,estudiante362@email.com,600000362,Residencia Nova,319,2024-09-01,1200.0
EST-0363,Estudiante 363,estudiante363@email.com,600000363,Residencia Elite,352,2024-09-01,1200.0
EST-0364,Estudiante 364,estudiante364@email.com,600000364,Residencia Royal,379,2024-09-01,1200.0
EST-0365,Estudiante 365,estudiante365@email.com,600000365,Residencia Zenith,290,2024-09-01,1200.0
EST-0366,Estudiante 366,estudiante366@email.com,600000366,Residencia Standard 6,559,2024-09-01,850.0
EST-0367,Estudiante 367,estudiante367@email.com,600000367,Residencia Standard 7,147,2024-09-01,850.0
EST-0368,Estudiante 368,estudiante368@email.com,600000368,Residencia Standard 8,230,2024-09-01,850.0
EST-0369,Estudiante 369,estudiante369@email.com,600000369,Residencia Standard 9,159,2024-09-01,850.0
EST-0370,Estudiante 370,estudiante370@email.com,600000370,Residencia Standard 10,273,2024-09-01,850.0
EST-0371,Estudiante 371,estudiante371@email.com,600000371,Residencia Standard 11,468,2024-09-01,850.0
EST-0372,Estudiante 372,estudiante372@email.com,600000372,Residencia Standard 12,288,2024-09-01,850.0
EST-0373,Estudiante 373,estudiante373@email.com,600000373,Residencia Standard 13,570,2024-09-01,850.0
EST-0374,Estudiante 374,estudiante374@email.com,600000374,Residencia Standard 14,489,2024-09-01,850.0
EST-0375,Estudiante 375,estudiante375@email.com,600000375,Residencia Standard 15,366,2024-09-01,850.0
EST-0376,Estudiante 376,estudiante376@email.com,600000376,Residencia LowCost 16,115,2024-09-01,600.0
EST-0377,Estudiante 377,estudiante377@email.com,600000377,Residencia LowCost 17,521,2024-09-01,600.0
EST-0378,Estudiante 378,estudiante378@email.com,600000378,Residencia LowCost 18,532,2024-09-01,600.0
EST-0379,Estudiante 379,estudiante379@email.com,600000379,Residencia LowCost 19,167,2024-09-01,600.0
EST-0380,Estudiante 380,estudiante380@email.com,600000380,Residencia LowCost 20,379,2024-09-01,600.0
EST-0381,Estudiante 381,estudiante381@email.com,600000381,Residencia Sol,458,2024-09-01,1200.0
EST-0382,Estudiante 382,estudiante382@email.com,600000382,Residencia Nova,336,2024-09-01,1200.0
EST-0383,Estudiante 383,estudiante383@email.com,600000383,Residencia Elite,569,2024-09-01,1200.0
EST-0384,Estudiante 384,estudiante384@email.com,600000384,Residencia Royal,258,2024-09-01,1200.0
EST-0385,Estudiante 385,estudiante385@email.com,600000385,Residencia Zenith,158,2024-09-01,1200.0
EST-0386,Estudiante 386,estudiante386@email.com,600000386,Residencia Standard 6,277,2024-09-01,850.0
EST-0387,Estudiante 387,estudiante387@email.com,600000387,Residencia Standard 7,232,2024-09-01,850.0
EST-0388,Estudiante 388,estudiante388@email.com,600000388,Residencia Standard 8,233,2024-09-01,850.0
EST-0389,Estudiante 389,estudiante389@email.com,600000389,Residencia Standard 9,164,2024-09-01,850.0
EST-0390,Estudiante 390,estudiante390@email.com,600000390,Residencia Standard 10,446,2024-09-01,850.0
EST-0391,Estudiante 391,estudiante391@email.com,600000391,Residencia Standard 11,351,2024-09-01,850.0
EST-0392,Estudiante 392,estudiante392@email.com,600000392,Residencia Standard 12,101,2024-09-01,850.0
EST-0393,Estudiante 393,estudiante393@email.com,600000393,Residencia Standard 13,469,2024-09-01,850.0
EST-0394,Estudiante 394,estudiante394@email.com,600000394,Residencia Standard 14,420,2024-09-01,850.0
EST-0395,Estudiante 395,estudiante395@email.com,600000395,Residencia Standard 15,487,2024-09-01,850.0
EST-0396,Estudiante 396,estudiante396@email.com,600000396,Residencia LowCost 16,263,2024-09-01,600.0
EST-0397,Estudiante 397,estudiante397@email.com,600000397,Residencia LowCost 17,253,2024-09-01,600.0
EST-0398,Estudiante 398,estudiante398@email.com,600000398,Residencia LowCost 18,433,2024-09-01,600.0
EST-0399,Estudiante 399,estudiante399@email.com,600000399,Residencia LowCost 19,231,2024-09-01,600.0
EST-0400,Estudiante 400,estudiante400@email.com,600000400,Residencia LowCost 20,124,2024-09-01,600.0
EST-0401,Estudiante 401,estudiante401@email.com,600000401,Residencia Sol,106,2024-09-01,1200.0
EST-0402,Estudiante 402,estudiante402@email.com,600000402,Residencia Nova,443,2024-09-01,1200.0
EST-0403,Estudiante 403,estudiante403@email.com,600000403,Residencia Elite,104,2024-09-01,1200.0
EST-0404,Estudiante 404,estudiante404@email.com,600000404,Residencia Royal,596,2024-09-01,1200.0
EST-0405,Estudiante 405,estudiante405@email.com,600000405,Residencia Zenith,469,2024-09-01,1200.0
EST-0406,Estudiante 406,estudiante406@email.com,600000406,Residencia Standard 6,256,2024-09-01,850.0
EST-0407,Estudiante 407,estudiante407@email.com,600000407,Residencia Standard 7,256,2024-09-01,850.0
EST-0408,Estudiante 408,estudiante408@email.com,600000408,Residencia Standard 8,437,2024-09-01,850.0
EST-0409,Estudiante 409,estudiante409@email.com,600000409,Residencia Standard 9,323,2024-09-01,850.0
EST-0410,Estudiante 410,estudiante410@email.com,600000410,Residencia Standard 10,120,2024-09-01,850.0
EST-0411,Estudiante 411,estudiante411@email.com,600000411,Residencia Standard 11,188,2024-09-01,850.0
EST-0412,Estudiante 412,estudiante412@email.com,600000412,Residencia Standard 12,538,2024-09-01,850.0
EST-0413,Estudiante 413,estudiante413@email.com,600000413,Residencia Standard 13,475,2024-09-01,850.0
EST-0414,Estudiante 414,estudiante414@email.com,600000414,Residencia Standard 14,291,2024-09-01,850.0
EST-0415,Estudiante 415,estudiante415@email.com,600000415,Residencia Standard 15,558,2024-09-01,850.0
EST-0416,Estudiante 416,estudiante416@email.com,600000416,Residencia LowCost 16,380,2024-09-01,600.0
EST-0417,Estudiante 417,estudiante417@email.com,600000417,Residencia LowCost 17,270,2024-09-01,600.0
EST-0418,Estudiante 418,estudiante418@email.com,600000418,Residencia LowCost 18,408,2024-09-01,600.0
EST-0419,Estudiante 419,estudiante419@email.com,600000419,Residencia LowCost 19,282,2024-09-01,600.0
EST-0420,Estudiante 420,estudiante420@email.com,600000420,Residencia LowCost 20,432,2024-09-01,600.0
EST-0421,Estudiante 421,estudiante421@email.com,600000421,Residencia Sol,169,2024-09-01,1200.0
EST-0422,Estudiante 422,estudiante422@email.com,600000422,Residencia Nova,534,2024-09-01,1200.0
EST-0423,Estudiante 423,estudiante423@email.com,600000423,Residencia Elite,170,2024-09-01,1200.0
EST-0424,Estudiante 424,estudiante424@email.com,600000424,Residencia Royal,179,2024-09-01,1200.0
EST-0425,Estudiante 425,estudiante425@email.com,600000425,Residencia Zenith,414,2024-09-01,1200.0
EST-0426,Estudiante 426,estudiante426@email.com,600000426,Residencia Standard 6,518,2024-09-01,850.0
EST-0427,Estudiante 427,estudiante427@email.com,600000427,Residencia Standard 7,221,2024-09-01,850.0
EST-0428,Estudiante 428,estudiante428@email.com,600000428,Residencia Standard 8,236,2024-09-01,850.0
EST-0429,Estudiante 429,estudiante429@email.com,600000429,Residencia Standard 9,115,2024-09-01,850.0
EST-0430,Estudiante 430,estudiante430@email.com,600000430,Residencia Standard 10,438,2024-09-01,850.0
EST-0431,Estudiante 431,estudiante431@email.com,600000431,Residencia Standard 11,356,2024-09-01,850.0
EST-0432,Estudiante 432,estudiante432@email.com,600000432,Residencia Standard 12,554,2024-09-01,850.0
EST-0433,Estudiante 433,estudiante433@email.com,600000433,Residencia Standard 13,344,2024-09-01,850.0
EST-0434,Estudiante 434,estudiante434@email.com,600000434,Residencia Standard 14,341,2024-09-01,850.0
EST-0435,Estudiante 435,estudiante435@email.com,600000435,Residencia Standard 15,598,2024-09-01,850.0
EST-0436,Estudiante 436,estudiante436@email.com,600000436,Residencia LowCost 16,195,2024-09-01,600.0
EST-0437,Estudiante 437,estudiante437@email.com,600000437,Residencia LowCost 17,204,2024-09-01,600.0
EST-0438,Estudiante 438,estudiante438@email.com,600000438,Residencia LowCost 18,222,2024-09-01,600.0
EST-0439,Estudiante 439,estudiante439@email.com,600000439,Residencia LowCost 19,414,2024-09-01,600.0
EST-0440,Estudiante 440,estudiante440@email.com,600000440,Residencia LowCost 20,505,2024-09-01,600.0
EST-0441,Estudiante 441,estudiante441@email.com,600000441,Residencia Sol,156,2024-09-01,1200.0
EST-0442,Estudiante 442,estudiante442@email.com,600000442,Residencia Nova,313,2024-09-01,1200.0
EST-0443,Estudiante 443,estudiante443@email.com,600000443,Residencia Elite,473,2024-09-01,1200.0
EST-0444,Estudiante 444,estudiante444@email.com,600000444,Residencia Royal,568,2024-09-01,1200.0
EST-0445,Estudiante 445,estudiante445@email.com,600000445,Residencia Zenith,244,2024-09-01,1200.0
EST-0446,Estudiante 446,estudiante446@email.com,600000446,Residencia Standard 6,176,2024-09-01,850.0
EST-0447,Estudiante 447,estudiante447@email.com,600000447,Residencia Standard 7,161,2024-09-01,850.0
EST-0448,Estudiante 448,estudiante448@email.com,600000448,Residencia Standard 8,451,2024-09-01,850.0
EST-0449,Estudiante 449,estudiante449@email.com,600000449,Residencia Standard 9,243,2024-09-01,850.0
EST-0450,Estudiante 450,estudiante450@email.com,600000450,Residencia Standard 10,522,2024-09-01,850.0
EST-0451,Estudiante 451,estudiante451@email.com,600000451,Residencia Standard 11,239,2024-09-01,850.0
EST-0452,Estudiante 452,estudiante452@email.com,600000452,Residencia Standard 12,223,2024-09-01,850.0
EST-0453,Estudiante 453,estudiante453@email.com,600000453,Residencia Standard 13,130,2024-09-01,850.0
EST-0454,Estudiante 454,estudiante454@email.com,600000454,Residencia Standard 14,315,2024-09-01,850.0
EST-0455,Estudiante 455,estudiante455@email.com,600000455,Residencia Standard 15,519,2024-09-01,850.0
EST-0456,Estudiante 456,estudiante456@email.com,600000456,Residencia LowCost 16,372,2024-09-01,600.0
EST-0457,Estudiante 457,estudiante457@email.com,600000457,Residencia LowCost 17,384,2024-09-01,600.0
EST-0458,Estudiante 458,estudiante458@email.com,600000458,Residencia LowCost 18,169,2024-09-01,600.0
EST-0459,Estudiante 459,estudiante459@email.com,600000459,Residencia LowCost 19,293,2024-09-01,600.0
EST-0460,Estudiante 460,estudiante460@email.com,600000460,Residencia LowCost 20,433,2024-09-01,600.0
EST-0461,Estudiante 461,estudiante461@email.com,600000461,Residencia Sol,422,2024-09-01,1200.0
EST-0462,Estudiante 462,estudiante462@email.com,600000462,Residencia Nova,461,2024-09-01,1200.0
EST-0463,Estudiante 463,estudiante463@email.com,600000463,Residencia Elite,212,2024-09-01,1200.0
EST-0464,Estudiante 464,estudiante464@email.com,600000464,Residencia Royal,207,2024-09-01,1200.0
EST-0465,Estudiante 465,estudiante465@email.com,600000465,Residencia Zenith,124,2024-09-01,1200.0
EST-0466,Estudiante 466,estudiante466@email.com,600000466,Residencia Standard 6,364,2024-09-01,850.0
EST-0467,Estudiante 467,estudiante467@email.com,600000467,Residencia Standard 7,562,2024-09-01,850.0
EST-0468,Estudiante 468,estudiante468@email.com,600000468,Residencia Standard 8,519,2024-09-01,850.0
EST-0469,Estudiante 469,estudiante469@email.com,600000469,Residencia Standard 9,163,2024-09-01,850.0
EST-0470,Estudiante 470,estudiante470@email.com,600000470,Residencia Standard 10,265,2024-09-01,850.0
EST-0471,Estudiante 471,estudiante471@email.com,600000471,Residencia Standard 11,547,2024-09-01,850.0
EST-0472,Estudiante 472,estudiante472@email.com,600000472,Residencia Standard 12,351,2024-09-01,850.0
EST-0473,Estudiante 473,estudiante473@email.com,600000473,Residencia Standard 13,250,2024-09-01,850.0
EST-0474,Estudiante 474,estudiante474@email.com,600000474,Residencia Standard 14,301,2024-09-01,850.0
EST-0475,Estudiante 475,estudiante475@email.com,600000475,Residencia Standard 15,104,2024-09-01,850.0
EST-0476,Estudiante 476,estudiante476@email.com,600000476,Residencia LowCost 16,127,2024-09-01,600.0
EST-0477,Estudiante 477,estudiante477@email.com,600000477,Residencia LowCost 17,558,2024-09-01,600.0
EST-0478,Estudiante 478,estudiante478@email.com,600000478,Residencia LowCost 18,254,2024-09-01,600.0
EST-0479,Estudiante 479,estudiante479@email.com,600000479,Residencia LowCost 19,170,2024-09-01,600.0
EST-0480,Estudiante 480,estudiante480@email.com,600000480,Residencia LowCost 20,112,2024-09-01,600.0
EST-0481,Estudiante 481,estudiante481@email.com,600000481,Residencia Sol,205,2024-09-01,1200.0
EST-0482,Estudiante 482,estudiante482@email.com,600000482,Residencia Nova,281,2024-09-01,1200.0
EST-0483,Estudiante 483,estudiante483@email.com,600000483,Residencia Elite,553,2024-09-01,1200.0
EST-0484,Estudiante 484,estudiante484@email.com,600000484,Residencia Royal,176,2024-09-01,1200.0
EST-0485,Estudiante 485,estudiante485@email.com,600000485,Residencia Zenith,238,2024-09-01,1200.0
EST-0486,Estudiante 486,estudiante486@email.com,600000486,Residencia Standard 6,248,2024-09-01,850.0
EST-0487,Estudiante 487,estudiante487@email.com,600000487,Residencia Standard 7,521,2024-09-01,850.0
EST-0488,Estudiante 488,estudiante488@email.com,600000488,Residencia Standard 8,508,2024-09-01,850.0
EST-0489,Estudiante 489,estudiante489@email.com,600000489,Residencia Standard 9,424,2024-09-01,850.0
EST-0490,Estudiante 490,estudiante490@email.com,600000490,Residencia Standard 10,108,2024-09-01,850.0
EST-0491,Estudiante 491,estudiante491@email.com,600000491,Residencia Standard 11,165,2024-09-01,850.0
EST-0492,Estudiante 492,estudiante492@email.com,600000492,Residencia Standard 12,598,2024-09-01,850.0
EST-0493,Estudiante 493,estudiante493@email.com,600000493,Residencia Standard 13,138,2024-09-01,850.0
EST-0494,Estudiante 494,estudiante494@email.com,600000494,Residencia Standard 14,572,2024-09-01,850.0
EST-0495,Estudiante 495,estudiante495@email.com,600000495,Residencia Standard 15,172,2024-09-01,850.0
EST-0496,Estudiante 496,estudiante496@email.com,600000496,Residencia LowCost 16,454,2024-09-01,600.0
EST-0497,Estudiante 497,estudiante497@email.com,600000497,Residencia LowCost 17,105,2024-09-01,600.0
EST-0498,Estudiante 498,estudiante498@email.com,600000498,Residencia LowCost 18,172,2024-09-01,600.0
EST-0499,Estudiante 499,estudiante499@email.com,600000499,Residencia LowCost 19,210,2024-09-01,600.0
EST-0500,Estudiante 500,estudiante500@email.com,600000500,Residencia LowCost 20,179,2024-09-01,600.0
EST-0501,Estudiante 501,estudiante501@email.com,600000501,Residencia Sol,349,2024-09-01,1200.0
EST-0502,Estudiante 502,estudiante502@email.com,600000502,Residencia Nova,490,2024-09-01,1200.0
EST-0503,Estudiante 503,estudiante503@email.com,600000503,Residencia Elite,561,2024-09-01,1200.0
EST-0504,Estudiante 504,estudiante504@email.com,600000504,Residencia Royal,417,2024-09-01,1200.0
EST-0505,Estudiante 505,estudiante505@email.com,600000505,Residencia Zenith,400,2024-09-01,1200.0
EST-0506,Estudiante 506,estudiante506@email.com,600000506,Residencia Standard 6,582,2024-09-01,850.0
EST-0507,Estudiante 507,estudiante507@email.com,600000507,Residencia Standard 7,177,2024-09-01,850.0
EST-0508,Estudiante 508,estudiante508@email.com,600000508,Residencia Standard 8,150,2024-09-01,850.0
EST-0509,Estudiante 509,estudiante509@email.com,600000509,Residencia Standard 9,381,2024-09-01,850.0
EST-0510,Estudiante 510,estudiante510@email.com,600000510,Residencia Standard 10,127,2024-09-01,850.0
EST-0511,Estudiante 511,estudiante511@email.com,600000511,Residencia Standard 11,205,2024-09-01,850.0
EST-0512,Estudiante 512,estudiante512@email.com,600000512,Residencia Standard 12,486,2024-09-01,850.0
EST-0513,Estudiante 513,estudiante513@email.com,600000513,Residencia Standard 13,438,2024-09-01,850.0
EST-0514,Estudiante 514,estudiante514@email.com,600000514,Residencia Standard 14,385,2024-09-01,850.0
EST-0515,Estudiante 515,estudiante515@email.com,600000515,Residencia Standard 15,179,2024-09-01,850.0
EST-0516,Estudiante 516,estudiante516@email.com,600000516,Residencia LowCost 16,445,2024-09-01,600.0
EST-0517,Estudiante 517,estudiante517@email.com,600000517,Residencia LowCost 17,158,2024-09-01,600.0
EST-0518,Estudiante 518,estudiante518@email.com,600000518,Residencia LowCost 18,133,2024-09-01,600.0
EST-0519,Estudiante 519,estudiante519@email.com,600000519,Residencia LowCost 19,498,2024-09-01,600.0
EST-0520,Estudiante 520,estudiante520@email.com,600000520,Residencia LowCost 20,265,2024-09-01,600.0
EST-0521,Estudiante 521,estudiante521@email.com,600000521,Residencia Sol,205,2024-09-01,1200.0
EST-0522,Estudiante 522,estudiante522@email.com,600000522,Residencia Nova,426,2024-09-01,1200.0
EST-0523,Estudiante 523,estudiante523@email.com,600000523,Residencia Elite,288,2024-09-01,1200.0
EST-0524,Estudiante 524,estudiante524@email.com,600000524,Residencia Royal,165,2024-09-01,1200.0
EST-0525,Estudiante 525,estudiante525@email.com,600000525,Residencia Zenith,261,2024-09-01,1200.0
EST-0526,Estudiante 526,estudiante526@email.com,600000526,Residencia Standard 6,396,2024-09-01,850.0
EST-0527,Estudiante 527,estudiante527@email.com,600000527,Residencia Standard 7,468,2024-09-01,850.0
EST-0528,Estudiante 528,estudiante528@email.com,600000528,Residencia Standard 8,313,2024-09-01,850.0
EST-0529,Estudiante 529,estudiante529@email.com,600000529,Residencia Standard 9,355,2024-09-01,850.0
EST-0530,Estudiante 530,estudiante530@email.com,600000530,Residencia Standard 10,227,2024-09-01,850.0
EST-0531,Estudiante 531,estudiante531@email.com,600000531,Residencia Standard 11,186,2024-09-01,850.0
EST-0532,Estudiante 532,estudiante532@email.com,600000532,Residencia Standard 12,268,2024-09-01,850.0
EST-0533,Estudiante 533,estudiante533@email.com,600000533,Residencia Standard 13,548,2024-09-01,850.0
EST-0534,Estudiante 534,estudiante534@email.com,600000534,Residencia Standard 14,385,2024-09-01,850.0
EST-0535,Estudiante 535,estudiante535@email.com,600000535,Residencia Standard 15,200,2024-09-01,850.0
EST-0536,Estudiante 536,estudiante536@email.com,600000536,Residencia LowCost 16,417,2024-09-01,600.0
EST-0537,Estudiante 537,estudiante537@email.com,600000537,Residencia LowCost 17,213,2024-09-01,600.0
EST-0538,Estudiante 538,estudiante538@email.com,600000538,Residencia LowCost 18,256,2024-09-01,600.0
EST-0539,Estudiante 539,estudiante539@email.com,600000539,Residencia LowCost 19,376,2024-09-01,600.0
EST-0540,Estudiante 540,estudiante540@email.com,600000540,Residencia LowCost 20,211,2024-09-01,600.0
EST-0541,Estudiante 541,estudiante541@email.com,600000541,Residencia Sol,257,2024-09-01,1200.0
EST-0542,Estudiante 542,estudiante542@email.com,600000542,Residencia Nova,261,2024-09-01,1200.0
EST-0543,Estudiante 543,estudiante543@email.com,600000543,Residencia Elite,503,2024-09-01,1200.0
EST-0544,Estudiante 544,estudiante544@email.com,600000544,Residencia Royal,428,2024-09-01,1200.0
EST-0545,Estudiante 545,estudiante545@email.com,600000545,Residencia Zenith,181,2024-09-01,1200.0
